/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Alina Herzog
Cruise: PS116


Coverage:	LATITUDE: 40.81954 * LONGITUDE: -11.52920
	DATE/TIME START: 2018-11-15T11:24:25 * DATE/TIME END: 2018-11-15T13:16:33
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 33735m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
17017	88.18	-62.87	2.5	211	10.8
17023	88.12	-62.88	2.5	211	10.9
17027	88.05	-62.90	2.5	211	10.9
17032	87.98	-62.92	2.5	212	10.9
17037	87.92	-62.94	2.5	212	11.0
17042	87.85	-62.97	2.5	213	11.0
17046	87.79	-62.99	2.5	213	11.1
17049	87.73	-63.01	2.5	214	11.1
17053	87.67	-63.03	2.5	214	11.2
17058	87.61	-63.06	2.5	214	11.2
17063	87.54	-63.09	2.5	215	11.3
17066	87.48	-63.12	2.5	215	11.3
17071	87.42	-63.14	2.5	216	11.4
17076	87.36	-63.16	2.5	216	11.4
17080	87.29	-63.18	2.5	216	11.5
17085	87.23	-63.20	2.5	217	11.5
17088	87.17	-63.22	2.5	217	11.5
17093	87.10	-63.25	2.5	218	11.6
17099	87.03	-63.27	2.6	218	11.6
17103	86.97	-63.29	2.6	218	11.6
17107	86.90	-63.31	2.6	218	11.6
17113	86.84	-63.32	2.6	219	11.6
17117	86.77	-63.33	2.6	219	11.6
17122	86.70	-63.34	2.6	219	11.6
17127	86.64	-63.36	2.6	220	11.6
17131	86.58	-63.37	2.6	220	11.6
17136	86.51	-63.39	2.6	220	11.6
17139	86.45	-63.41	2.6	221	11.6
17144	86.39	-63.43	2.6	221	11.6
17149	86.33	-63.45	2.6	221	11.6
17153	86.26	-63.47	2.6	222	11.5
17157	86.20	-63.49	2.6	222	11.5
17163	86.14	-63.52	2.6	222	11.5
17167	86.08	-63.56	2.6	223	11.5
17171	86.01	-63.59	2.6	223	11.4
17175	85.95	-63.62	2.6	223	11.4
17180	85.89	-63.66	2.7	223	11.4
17184	85.83	-63.69	2.7	224	11.4
17189	85.77	-63.72	2.7	224	11.4
17193	85.70	-63.75	2.7	224	11.3
17197	85.64	-63.78	2.7	225	11.3
17202	85.58	-63.82	2.7	225	11.3
17206	85.51	-63.85	2.7	225	11.3
17212	85.45	-63.89	2.7	225	11.3
17216	85.39	-63.92	2.7	226	11.3
17221	85.33	-63.96	2.7	226	11.3
17226	85.26	-63.99	2.7	226	11.3
17228	85.20	-64.01	2.7	226	11.3
17232	85.14	-64.03	2.7	226	11.3
17237	85.08	-64.04	2.7	226	11.4
17242	85.02	-64.06	2.7	226	11.4
17248	84.96	-64.08	2.7	226	11.4
17251	84.90	-64.09	2.7	226	11.4
17255	84.83	-64.10	2.7	226	11.4
17259	84.77	-64.11	2.7	227	11.4
17264	84.71	-64.11	2.8	227	11.5
17270	84.65	-64.12	2.8	227	11.5
17273	84.58	-64.13	2.8	227	11.5
17279	84.52	-64.15	2.8	227	11.5
17282	84.46	-64.17	2.8	227	11.5
17286	84.40	-64.19	2.8	227	11.5
17291	84.33	-64.21	2.7	227	11.5
17298	84.27	-64.23	2.7	227	11.5
17301	84.20	-64.25	2.7	227	11.5
17306	84.14	-64.27	2.7	227	11.5
17309	84.07	-64.28	2.7	227	11.5
17316	84.01	-64.28	2.7	227	11.4
17321	83.95	-64.27	2.7	227	11.4
17325	83.89	-64.24	2.7	227	11.4
17330	83.83	-64.20	2.7	228	11.3
17334	83.77	-64.15	2.7	228	11.3
17337	83.71	-64.11	2.7	228	11.2
17341	83.66	-64.07	2.7	228	11.1
17344	83.60	-64.05	2.7	228	11.1
17349	83.54	-64.04	2.7	228	11.0
17353	83.49	-64.04	2.7	228	10.9
17359	83.43	-64.05	2.6	228	10.8
17362	83.37	-64.06	2.6	228	10.7
17366	83.31	-64.08	2.6	228	10.6
17370	83.26	-64.09	2.6	229	10.5
17375	83.20	-64.11	2.6	229	10.3
17379	83.14	-64.12	2.6	229	10.2
17382	83.08	-64.13	2.6	229	10.1
17387	83.03	-64.14	2.5	229	9.9
17392	82.97	-64.13	2.5	229	9.8
17396	82.91	-64.11	2.5	229	9.6
17400	82.85	-64.09	2.5	229	9.4
17404	82.80	-64.05	2.4	229	9.3
17407	82.74	-64.01	2.4	230	9.1
17412	82.68	-63.95	2.4	230	8.9
17418	82.62	-63.88	2.4	230	8.7
17422	82.56	-63.80	2.3	230	8.5
17426	82.50	-63.72	2.3	230	8.3
17432	82.44	-63.64	2.3	230	8.1
17436	82.38	-63.57	2.3	231	7.9
17440	82.32	-63.51	2.2	231	7.7
17445	82.26	-63.45	2.2	231	7.5
17448	82.20	-63.38	2.2	231	7.3
17452	82.14	-63.30	2.2	232	7.1
17456	82.08	-63.20	2.1	232	6.9
17462	82.02	-63.12	2.1	232	6.7
17466	81.96	-63.04	2.1	232	6.4
17470	81.90	-62.97	2.0	232	6.2
17477	81.84	-62.90	2.0	233	6.0
17479	81.78	-62.83	2.0	233	5.8
17484	81.72	-62.76	2.0	233	5.6
17490	81.66	-62.71	2.0	233	5.4
17492	81.60	-62.66	1.9	233	5.2
17499	81.54	-62.61	1.9	234	5.0
17503	81.48	-62.57	1.9	234	4.8
17506	81.43	-62.52	1.9	234	4.6
17512	81.37	-62.45	1.9	234	4.4
17516	81.31	-62.38	1.9	234	4.2
17520	81.25	-62.31	1.8	235	4.0
17524	81.20	-62.25	1.8	235	3.9
17528	81.14	-62.19	1.8	235	3.7
17532	81.08	-62.14	1.8	235	3.5
17538	81.02	-62.11	1.8	236	3.3
17543	80.97	-62.08	1.8	236	3.1
17548	80.91	-62.06	1.8	237	2.9
17550	80.86	-62.04	1.8	238	2.7
17555	80.81	-62.02	1.8	239	2.6
17557	80.76	-62.01	1.8	239	2.4
17561	80.71	-62.00	1.8	241	2.2
17565	80.66	-62.00	1.8	242	2.0
17569	80.61	-62.00	1.8	244	1.8
17573	80.55	-62.01	1.8	246	1.7
17577	80.50	-62.02	1.8	248	1.5
17581	80.45	-62.03	1.7	251	1.3
17585	80.40	-62.05	1.7	255	1.1
17589	80.34	-62.07	1.7	260	1.0
17592	80.28	-62.09	1.7	266	0.8
17599	80.23	-62.10	1.7	274	0.7
17603	80.17	-62.12	1.7	285	0.6
17609	80.11	-62.12	1.7	299	0.5
17612	80.06	-62.12	1.7	315	0.5
17615	80.00	-62.11	1.7	333	0.5
17619	79.94	-62.09	1.7	350	0.5
17625	79.89	-62.05	1.7	  3	0.5
17629	79.83	-62.00	1.7	 15	0.6
17635	79.77	-61.94	1.7	 24	0.6
17639	79.72	-61.88	1.7	 31	0.7
17642	79.66	-61.81	1.7	 38	0.7
17645	79.61	-61.74	1.7	 44	0.8
17650	79.56	-61.67	1.7	 50	0.8
17654	79.50	-61.61	1.6	 56	0.9
17658	79.45	-61.56	1.6	 61	0.9
17664	79.40	-61.51	1.6	 67	0.9
17667	79.35	-61.47	1.6	 73	1.0
17671	79.29	-61.43	1.6	 80	1.0
17675	79.24	-61.40	1.6	 86	1.0
17678	79.19	-61.37	1.6	 92	1.1
17683	79.14	-61.34	1.6	 99	1.1
17687	79.09	-61.31	1.6	105	1.2
17691	79.04	-61.28	1.6	111	1.3
17694	78.98	-61.26	1.6	116	1.4
17698	78.93	-61.24	1.6	121	1.5
17703	78.87	-61.23	1.6	126	1.6
17709	78.82	-61.23	1.6	130	1.7
17712	78.76	-61.23	1.6	134	1.8
17718	78.71	-61.24	1.6	137	2.0
17723	78.65	-61.24	1.6	140	2.1
17726	78.60	-61.24	1.6	143	2.3
17729	78.55	-61.24	1.6	145	2.4
17731	78.49	-61.22	1.6	147	2.6
17738	78.44	-61.20	1.6	149	2.8
17743	78.38	-61.18	1.5	150	2.9
17747	78.32	-61.16	1.5	152	3.1
17752	78.26	-61.14	1.5	153	3.3
17757	78.20	-61.14	1.5	154	3.4
17763	78.14	-61.14	1.5	156	3.6
17767	78.08	-61.15	1.5	157	3.8
17770	78.02	-61.17	1.5	158	3.9
17777	77.96	-61.19	1.5	159	4.1
17781	77.90	-61.22	1.5	159	4.3
17785	77.85	-61.24	1.5	160	4.4
17791	77.79	-61.26	1.5	161	4.6
17793	77.74	-61.27	1.5	162	4.7
17798	77.69	-61.28	1.5	163	4.9
17801	77.63	-61.28	1.5	163	5.0
17806	77.58	-61.28	1.5	164	5.2
17812	77.52	-61.27	1.5	165	5.3
17816	77.47	-61.26	1.5	166	5.4
17818	77.41	-61.23	1.5	166	5.5
17823	77.36	-61.21	1.5	167	5.6
17829	77.30	-61.18	1.5	168	5.7
17834	77.25	-61.15	1.5	169	5.8
17838	77.19	-61.13	1.5	169	5.9
17842	77.14	-61.10	1.5	170	6.0
17846	77.09	-61.08	1.5	170	6.0
17851	77.03	-61.07	1.5	171	6.1
17854	76.98	-61.06	1.5	171	6.1
17858	76.93	-61.05	1.5	172	6.1
17862	76.87	-61.05	1.5	172	6.2
17867	76.82	-61.04	1.5	173	6.2
17872	76.76	-61.04	1.5	173	6.1
17877	76.70	-61.04	1.5	174	6.1
17881	76.65	-61.04	1.5	174	6.1
17887	76.59	-61.04	1.5	174	6.0
17891	76.54	-61.05	1.5	174	6.0
17895	76.48	-61.05	1.5	175	5.9
17900	76.43	-61.05	1.4	175	5.8
17903	76.37	-61.04	1.4	175	5.7
17907	76.32	-61.02	1.4	175	5.6
17913	76.26	-61.00	1.4	175	5.5
17916	76.21	-60.96	1.4	175	5.4
17921	76.15	-60.91	1.4	175	5.3
17926	76.10	-60.86	1.4	175	5.1
17931	76.04	-60.79	1.4	175	5.0
17936	75.98	-60.73	1.4	175	4.9
17941	75.93	-60.67	1.4	175	4.7
17945	75.87	-60.63	1.4	175	4.6
17949	75.82	-60.59	1.4	175	4.4
17953	75.76	-60.56	1.4	175	4.3
17957	75.71	-60.54	1.4	174	4.1
17964	75.66	-60.52	1.4	174	4.0
17966	75.60	-60.51	1.4	174	3.9
17969	75.55	-60.51	1.4	174	3.7
17975	75.50	-60.51	1.4	173	3.6
17979	75.44	-60.50	1.3	173	3.5
17984	75.39	-60.49	1.3	173	3.4
17989	75.33	-60.48	1.3	172	3.2
17994	75.27	-60.45	1.3	171	3.1
17999	75.22	-60.43	1.3	171	3.0
18003	75.16	-60.39	1.3	170	2.9
18007	75.10	-60.36	1.3	169	2.8
18013	75.04	-60.34	1.3	168	2.8
18018	74.98	-60.33	1.3	166	2.7
18022	74.92	-60.33	1.3	165	2.6
18028	74.86	-60.34	1.3	163	2.6
18033	74.80	-60.35	1.3	162	2.6
18039	74.74	-60.36	1.3	160	2.5
18043	74.69	-60.37	1.3	158	2.5
18047	74.63	-60.36	1.3	156	2.5
18053	74.57	-60.35	1.3	155	2.5
18055	74.52	-60.33	1.3	153	2.5
18062	74.46	-60.30	1.3	151	2.6
18067	74.41	-60.27	1.3	150	2.6
18070	74.36	-60.23	1.3	148	2.6
18073	74.30	-60.20	1.3	147	2.7
18080	74.25	-60.16	1.3	146	2.8
18084	74.20	-60.12	1.3	145	2.8
18088	74.14	-60.08	1.3	144	2.9
18092	74.09	-60.04	1.3	143	3.0
18097	74.04	-59.99	1.3	142	3.1
18101	73.99	-59.95	1.3	142	3.1
18105	73.93	-59.90	1.3	141	3.2
18110	73.88	-59.86	1.3	141	3.3
18114	73.83	-59.83	1.2	140	3.4
18120	73.77	-59.81	1.3	140	3.5
18124	73.72	-59.81	1.3	140	3.6
18128	73.67	-59.81	1.3	140	3.7
18133	73.61	-59.83	1.3	140	3.8
18137	73.55	-59.86	1.3	140	3.9
18141	73.50	-59.90	1.3	140	4.0
18149	73.44	-59.94	1.3	140	4.0
18153	73.38	-59.98	1.3	140	4.1
18157	73.33	-60.03	1.3	140	4.2
18161	73.27	-60.07	1.3	140	4.3
18168	73.21	-60.11	1.3	140	4.4
18172	73.15	-60.16	1.3	140	4.4
18177	73.09	-60.21	1.3	140	4.5
18181	73.04	-60.25	1.3	140	4.6
18186	72.98	-60.30	1.3	141	4.6
18192	72.92	-60.34	1.3	141	4.7
18197	72.87	-60.39	1.3	141	4.7
18202	72.81	-60.43	1.4	142	4.7
18206	72.76	-60.47	1.4	142	4.8
18210	72.71	-60.52	1.4	143	4.8
18214	72.66	-60.56	1.4	143	4.8
18217	72.60	-60.60	1.4	144	4.8
18223	72.55	-60.64	1.4	145	4.9
18228	72.49	-60.68	1.4	146	4.9
18233	72.43	-60.71	1.4	147	4.9
18239	72.37	-60.74	1.4	147	4.8
18245	72.31	-60.75	1.4	149	4.8
18250	72.25	-60.76	1.4	150	4.8
18253	72.20	-60.75	1.4	151	4.8
18259	72.14	-60.72	1.4	152	4.8
18264	72.08	-60.69	1.4	153	4.7
18268	72.03	-60.65	1.4	155	4.7
18274	71.97	-60.62	1.4	156	4.7
18278	71.92	-60.60	1.4	158	4.6
18281	71.86	-60.59	1.4	159	4.6
18288	71.80	-60.59	1.3	161	4.5
18293	71.75	-60.59	1.3	162	4.5
18299	71.69	-60.59	1.3	164	4.4
18302	71.63	-60.58	1.3	165	4.4
18308	71.57	-60.57	1.3	167	4.3
18312	71.51	-60.55	1.3	168	4.3
18318	71.45	-60.53	1.3	170	4.2
18324	71.40	-60.50	1.3	171	4.2
18330	71.34	-60.48	1.3	173	4.2
18334	71.29	-60.45	1.3	174	4.1
18338	71.23	-60.43	1.3	176	4.1
18343	71.18	-60.41	1.3	177	4.0
18345	71.13	-60.40	1.3	178	4.0
18349	71.08	-60.38	1.2	179	4.0
18353	71.03	-60.36	1.2	180	3.9
18360	70.98	-60.33	1.2	181	3.9
18366	70.92	-60.30	1.2	182	3.9
18370	70.87	-60.26	1.2	183	3.8
18374	70.81	-60.22	1.2	184	3.8
18379	70.75	-60.18	1.2	184	3.7
18384	70.70	-60.14	1.2	184	3.7
18390	70.64	-60.10	1.2	185	3.7
18396	70.58	-60.06	1.2	185	3.6
18401	70.53	-60.03	1.2	185	3.6
18405	70.47	-59.99	1.2	185	3.5
18408	70.42	-59.96	1.2	185	3.5
18413	70.36	-59.94	1.2	185	3.4
18421	70.30	-59.92	1.2	184	3.3
18423	70.25	-59.90	1.2	184	3.3
18429	70.19	-59.90	1.2	184	3.2
18435	70.13	-59.90	1.2	183	3.1
18440	70.08	-59.91	1.2	183	3.0
18444	70.02	-59.92	1.2	182	2.9
18451	69.97	-59.93	1.2	181	2.9
18456	69.91	-59.93	1.2	180	2.8
18460	69.86	-59.93	1.2	180	2.7
18462	69.81	-59.91	1.2	179	2.6
18466	69.76	-59.89	1.2	178	2.5
18471	69.71	-59.86	1.2	177	2.4
18476	69.66	-59.82	1.2	176	2.3
18480	69.61	-59.79	1.2	175	2.3
18486	69.56	-59.75	1.2	174	2.2
18492	69.51	-59.73	1.2	173	2.1
18496	69.45	-59.72	1.2	171	2.0
18499	69.40	-59.72	1.2	170	2.0
18504	69.35	-59.73	1.2	169	1.9
18509	69.30	-59.74	1.2	167	1.9
18514	69.25	-59.75	1.2	166	1.9
18518	69.20	-59.76	1.2	165	1.8
18524	69.15	-59.76	1.2	163	1.8
18528	69.09	-59.77	1.2	162	1.8
18532	69.04	-59.76	1.2	161	1.8
18536	68.99	-59.75	1.2	160	1.8
18541	68.94	-59.73	1.2	159	1.8
18546	68.88	-59.70	1.2	158	1.8
18552	68.83	-59.68	1.2	157	1.8
18557	68.77	-59.65	1.2	156	1.9
18563	68.72	-59.63	1.2	156	1.9
18567	68.66	-59.63	1.2	156	1.9
18573	68.61	-59.63	1.2	155	2.0
18577	68.55	-59.64	1.2	155	2.0
18582	68.50	-59.65	1.2	155	2.0
18586	68.45	-59.67	1.2	155	2.0
18591	68.39	-59.69	1.2	155	2.1
18597	68.34	-59.71	1.2	155	2.1
18600	68.29	-59.73	1.2	156	2.1
18604	68.24	-59.74	1.2	156	2.1
18610	68.19	-59.76	1.2	157	2.1
18616	68.14	-59.78	1.2	158	2.1
18619	68.08	-59.79	1.2	158	2.1
18625	68.03	-59.80	1.2	159	2.1
18629	67.98	-59.81	1.2	160	2.1
18635	67.92	-59.82	1.2	161	2.1
18639	67.87	-59.83	1.2	163	2.1
18643	67.82	-59.84	1.2	164	2.1
18649	67.76	-59.85	1.2	165	2.1
18655	67.71	-59.87	1.2	167	2.1
18659	67.66	-59.89	1.2	168	2.1
18664	67.61	-59.91	1.2	170	2.1
18669	67.56	-59.94	1.2	172	2.1
18673	67.51	-59.96	1.2	173	2.1
18677	67.46	-59.98	1.2	175	2.1
18682	67.41	-60.00	1.2	177	2.2
18686	67.36	-60.01	1.2	178	2.2
18691	67.30	-60.02	1.2	180	2.2
18696	67.25	-60.03	1.2	182	2.2
18701	67.20	-60.04	1.2	183	2.3
18706	67.14	-60.04	1.2	184	2.3
18713	67.09	-60.04	1.2	185	2.3
18717	67.04	-60.04	1.2	186	2.3
18722	66.99	-60.03	1.2	187	2.4
18725	66.94	-60.03	1.2	188	2.4
18731	66.89	-60.04	1.2	189	2.4
18736	66.84	-60.05	1.2	189	2.4
18740	66.79	-60.06	1.2	190	2.4
18742	66.74	-60.08	1.2	190	2.4
18749	66.70	-60.08	1.2	190	2.4
18753	66.65	-60.07	1.2	190	2.4
18757	66.60	-60.04	1.2	190	2.4
18762	66.55	-60.00	1.2	190	2.4
18765	66.50	-59.95	1.2	190	2.3
18772	66.45	-59.90	1.2	189	2.3
18776	66.40	-59.87	1.2	188	2.2
18783	66.35	-59.85	1.2	188	2.1
18786	66.30	-59.84	1.2	187	2.1
18789	66.25	-59.84	1.2	185	2.0
18794	66.20	-59.84	1.2	184	1.9
18802	66.15	-59.85	1.2	182	1.9
18805	66.10	-59.85	1.2	181	1.8
18809	66.05	-59.85	1.2	179	1.7
18812	66.00	-59.85	1.2	177	1.6
18819	65.95	-59.85	1.2	174	1.6
18824	65.89	-59.86	1.2	172	1.5
18830	65.84	-59.87	1.2	170	1.5
18834	65.79	-59.88	1.2	167	1.4
18838	65.75	-59.90	1.2	165	1.4
18842	65.70	-59.92	1.2	163	1.3
18847	65.65	-59.93	1.2	160	1.3
18852	65.61	-59.95	1.2	159	1.3
18856	65.56	-59.97	1.2	157	1.3
18860	65.52	-59.99	1.2	156	1.2
18864	65.47	-60.00	1.2	155	1.2
18866	65.42	-60.01	1.2	155	1.2
18871	65.38	-60.02	1.2	155	1.2
18878	65.33	-60.02	1.2	155	1.2
18882	65.28	-60.02	1.2	156	1.2
18887	65.23	-60.02	1.2	156	1.2
18893	65.17	-60.01	1.2	157	1.2
18898	65.12	-60.00	1.2	158	1.2
18903	65.07	-59.98	1.2	159	1.2
18906	65.03	-59.97	1.2	160	1.2
18911	64.98	-59.95	1.2	161	1.2
18916	64.93	-59.93	1.2	162	1.2
18920	64.88	-59.93	1.2	163	1.2
18924	64.83	-59.93	1.2	164	1.3
18929	64.79	-59.93	1.2	164	1.3
18935	64.74	-59.94	1.2	164	1.3
18939	64.69	-59.95	1.2	164	1.3
18944	64.64	-59.97	1.2	164	1.3
18948	64.60	-59.98	1.2	163	1.3
18953	64.55	-59.99	1.2	162	1.3
18957	64.50	-60.00	1.2	161	1.3
18961	64.46	-60.00	1.2	160	1.3
18966	64.41	-60.00	1.2	159	1.4
18971	64.36	-60.01	1.2	157	1.4
18975	64.31	-60.02	1.2	156	1.4
18979	64.26	-60.04	1.2	154	1.4
18986	64.21	-60.06	1.2	153	1.5
18991	64.16	-60.09	1.2	152	1.5
18995	64.11	-60.13	1.2	151	1.5
19000	64.07	-60.17	1.2	151	1.6
19005	64.02	-60.21	1.2	150	1.6
19007	63.97	-60.25	1.3	150	1.7
19012	63.92	-60.30	1.3	150	1.7
19019	63.88	-60.34	1.3	150	1.7
19022	63.83	-60.37	1.3	151	1.8
19025	63.78	-60.40	1.3	152	1.8
19032	63.73	-60.42	1.3	153	1.9
19038	63.68	-60.43	1.3	154	1.9
19043	63.63	-60.43	1.3	156	2.0
19046	63.58	-60.43	1.3	158	2.0
19053	63.53	-60.43	1.3	160	2.0
19056	63.48	-60.44	1.3	162	2.1
19063	63.43	-60.44	1.3	164	2.1
19068	63.38	-60.45	1.3	167	2.2
19070	63.34	-60.46	1.3	169	2.2
19076	63.29	-60.48	1.3	172	2.3
19078	63.25	-60.49	1.2	174	2.4
19083	63.20	-60.51	1.2	177	2.4
19089	63.16	-60.52	1.2	179	2.5
19092	63.11	-60.52	1.2	182	2.6
19097	63.07	-60.51	1.2	184	2.6
19103	63.02	-60.49	1.2	186	2.7
19107	62.97	-60.48	1.2	188	2.8
19110	62.93	-60.46	1.2	191	2.9
19115	62.88	-60.45	1.2	193	2.9
19120	62.83	-60.45	1.2	194	3.0
19124	62.79	-60.45	1.2	196	3.1
19130	62.74	-60.46	1.2	198	3.1
19134	62.69	-60.47	1.2	200	3.2
19140	62.64	-60.48	1.2	202	3.2
19145	62.59	-60.49	1.2	203	3.3
19149	62.55	-60.51	1.2	205	3.3
19153	62.50	-60.53	1.2	207	3.4
19158	62.45	-60.56	1.3	208	3.4
19162	62.41	-60.59	1.3	210	3.4
19167	62.36	-60.61	1.3	212	3.5
19171	62.31	-60.63	1.3	214	3.5
19176	62.26	-60.65	1.3	215	3.5
19183	62.21	-60.66	1.3	217	3.5
19189	62.17	-60.66	1.3	219	3.5
19192	62.12	-60.67	1.3	221	3.5
19196	62.07	-60.67	1.3	222	3.6
19200	62.03	-60.67	1.3	224	3.6
19205	61.98	-60.68	1.3	226	3.6
19209	61.94	-60.69	1.3	228	3.6
19214	61.90	-60.70	1.3	229	3.6
19218	61.85	-60.72	1.3	231	3.6
19222	61.81	-60.74	1.3	233	3.6
19226	61.76	-60.77	1.3	235	3.6
19233	61.71	-60.79	1.3	236	3.6
19238	61.66	-60.82	1.3	238	3.6
19242	61.61	-60.84	1.3	239	3.6
19248	61.57	-60.85	1.3	241	3.5
19252	61.52	-60.86	1.3	243	3.5
19258	61.47	-60.86	1.3	244	3.5
19262	61.43	-60.85	1.3	246	3.5
19265	61.38	-60.84	1.3	247	3.5
19268	61.33	-60.82	1.3	248	3.5
19275	61.29	-60.80	1.3	250	3.5
19281	61.24	-60.78	1.3	251	3.5
19286	61.19	-60.75	1.3	253	3.4
19290	61.15	-60.74	1.3	254	3.4
19295	61.10	-60.73	1.3	255	3.4
19298	61.06	-60.74	1.3	257	3.4
19303	61.01	-60.75	1.3	258	3.4
19307	60.97	-60.78	1.3	259	3.3
19312	60.92	-60.81	1.3	261	3.3
19316	60.88	-60.84	1.3	262	3.3
19322	60.83	-60.87	1.3	263	3.3
19327	60.78	-60.91	1.3	264	3.3
19332	60.74	-60.94	1.3	265	3.2
19336	60.69	-60.98	1.3	267	3.2
19341	60.64	-61.01	1.3	268	3.2
19347	60.60	-61.03	1.3	269	3.2
19351	60.55	-61.06	1.3	269	3.1
19355	60.51	-61.07	1.3	270	3.1
19358	60.47	-61.09	1.3	271	3.1
19362	60.43	-61.10	1.3	271	3.0
19366	60.38	-61.11	1.3	272	3.0
19371	60.34	-61.11	1.3	272	2.9
19376	60.30	-61.11	1.3	272	2.9
19381	60.25	-61.10	1.3	273	2.8
19387	60.20	-61.09	1.3	273	2.7
19392	60.16	-61.07	1.3	273	2.6
19393	60.11	-61.04	1.3	272	2.6
19400	60.06	-61.01	1.3	272	2.5
19406	60.02	-60.97	1.3	272	2.4
19411	59.97	-60.93	1.3	271	2.3
19416	59.92	-60.88	1.2	270	2.2
19420	59.87	-60.84	1.2	269	2.0
19426	59.83	-60.79	1.2	268	1.9
19430	59.78	-60.76	1.2	267	1.8
19435	59.73	-60.72	1.2	266	1.7
19439	59.69	-60.70	1.2	264	1.5
19444	59.64	-60.68	1.2	262	1.4
19449	59.59	-60.67	1.2	260	1.3
19455	59.55	-60.66	1.2	257	1.2
19462	59.50	-60.66	1.2	254	1.0
19463	59.45	-60.66	1.2	250	0.9
19467	59.40	-60.66	1.2	245	0.8
19472	59.36	-60.67	1.2	238	0.7
19479	59.31	-60.67	1.2	230	0.6
19485	59.26	-60.67	1.2	220	0.6
19491	59.21	-60.66	1.2	208	0.5
19495	59.16	-60.65	1.2	195	0.5
19501	59.11	-60.64	1.2	183	0.5
19505	59.07	-60.63	1.2	173	0.5
19510	59.02	-60.62	1.2	164	0.6
19514	58.97	-60.62	1.2	158	0.6
19519	58.93	-60.62	1.2	153	0.7
19524	58.88	-60.62	1.2	150	0.8
19530	58.83	-60.62	1.2	148	0.8
19534	58.79	-60.62	1.2	147	0.9
19539	58.74	-60.62	1.2	146	1.0
19544	58.69	-60.63	1.2	146	1.0
19550	58.64	-60.63	1.2	147	1.1
19555	58.59	-60.63	1.2	147	1.2
19561	58.55	-60.64	1.2	149	1.2
19564	58.50	-60.63	1.2	150	1.3
19568	58.45	-60.61	1.2	151	1.4
19574	58.41	-60.58	1.2	153	1.4
19580	58.36	-60.53	1.2	155	1.5
19585	58.31	-60.47	1.2	156	1.6
19590	58.27	-60.42	1.2	158	1.7
19593	58.22	-60.36	1.2	160	1.8
19598	58.17	-60.32	1.2	162	1.8
19606	58.13	-60.30	1.2	163	1.9
19611	58.08	-60.29	1.2	165	2.0
19615	58.03	-60.29	1.2	166	2.1
19617	57.98	-60.30	1.2	168	2.2
19624	57.94	-60.31	1.2	169	2.3
19631	57.89	-60.33	1.2	170	2.4
19634	57.84	-60.36	1.2	172	2.5
19640	57.79	-60.38	1.2	173	2.6
19648	57.74	-60.41	1.2	174	2.7
19652	57.69	-60.44	1.2	175	2.8
19658	57.64	-60.47	1.2	177	2.9
19662	57.59	-60.50	1.2	178	2.9
19666	57.55	-60.53	1.2	179	3.0
19673	57.50	-60.57	1.2	181	3.1
19678	57.46	-60.61	1.2	182	3.2
19680	57.41	-60.64	1.2	183	3.3
19684	57.37	-60.67	1.3	185	3.3
19691	57.32	-60.70	1.3	186	3.4
19696	57.28	-60.72	1.3	188	3.5
19701	57.23	-60.74	1.3	189	3.6
19708	57.18	-60.75	1.3	191	3.6
19712	57.13	-60.77	1.3	192	3.7
19717	57.08	-60.79	1.3	194	3.8
19722	57.04	-60.81	1.3	195	3.8
19727	56.99	-60.83	1.3	197	3.9
19734	56.94	-60.86	1.3	198	3.9
19737	56.89	-60.89	1.3	200	4.0
19745	56.84	-60.92	1.3	201	4.1
19747	56.80	-60.94	1.3	203	4.1
19754	56.75	-60.96	1.3	204	4.2
19760	56.70	-60.98	1.3	206	4.2
19764	56.65	-60.98	1.3	207	4.3
19770	56.60	-60.98	1.3	209	4.3
19775	56.56	-60.98	1.3	210	4.3
19778	56.51	-60.97	1.3	212	4.4
19788	56.46	-60.96	1.3	213	4.4
19793	56.41	-60.95	1.3	214	4.4
19795	56.36	-60.93	1.3	216	4.4
19801	56.32	-60.91	1.3	217	4.4
19807	56.27	-60.89	1.3	218	4.4
19811	56.23	-60.87	1.3	220	4.4
19815	56.18	-60.85	1.3	221	4.4
19821	56.14	-60.82	1.3	222	4.4
19826	56.09	-60.79	1.2	224	4.4
19829	56.05	-60.76	1.2	225	4.4
19836	56.00	-60.73	1.2	227	4.3
19841	55.95	-60.69	1.2	228	4.3
19849	55.90	-60.65	1.2	229	4.3
19852	55.86	-60.62	1.2	231	4.3
19857	55.81	-60.59	1.2	232	4.2
19863	55.77	-60.57	1.2	234	4.2
19868	55.72	-60.55	1.2	235	4.2
19872	55.68	-60.54	1.2	236	4.1
19876	55.64	-60.53	1.2	237	4.1
19883	55.60	-60.53	1.2	238	4.0
19884	55.55	-60.53	1.2	239	4.0
19890	55.51	-60.53	1.2	240	3.9
